"800653464195899392"	"Alphard"	"avait pizza type savoyarde lardons là c'est pizzas préférées 😔"	"Mon Nov 21 11:53:55 CET 2016"	"4"
"800653352442806275"	"弗拉维"	"need pizza vrai fromage pas fromage plastique"	"Mon Nov 21 11:53:29 CET 2016"	"0"
"800652569102221312"	"️"	"ptite pizza lundi chlo base"	"Mon Nov 21 11:50:22 CET 2016"	"2"
"800654601309429760"	"Lo Régua"	"voici mieux mieux nature musique vie loin bitume cohue villes 🌳 vivre"	"Mon Nov 21 11:58:27 CET 2016"	"4"
"800654307901239296"	"Team Machine"	"euh vois pas grosse pierre nature"	"Mon Nov 21 11:57:17 CET 2016"	"2"
"800653808175083520"	"16"	"tsm j'ai £ c'baladent nature cause ptn papier"	"Mon Nov 21 11:55:17 CET 2016"	"0"
"800653651043905536"	"touffe-touffe"	"dame nature c foutue dma g m'a pondue memes ovaires mere resultat jfais d malaises fois mois cimer"	"Mon Nov 21 11:54:40 CET 2016"	"0"
"800653506671689728"	"Alice Blandin"	"plus beau cadeau nature c'est qu'on peut fumer"	"Mon Nov 21 11:54:06 CET 2016"	"4"
"800655276097601536"	"got"	"petit repas restaurant chinois famille"	"Mon Nov 21 12:01:07 CET 2016"	"2"
"800654523098341376"	"Bernard TEMBOURY"	"va aller restaurant jouyet"	"Mon Nov 21 11:58:08 CET 2016"	"4"
"800655532730224640"	"🐼"	"jviens passer bac sport pluie"	"Mon Nov 21 12:02:09 CET 2016"	"0"
"800656168658026496"	"cdc Domestique"	"les animaux fantastiques spinoff harry potter cartonne boxoffice us"	"Mon Nov 21 12:04:40 CET 2016"	"2"
"800656158021349376"	"Diaphana Films"	"juste poignant magnifique unevie nouveau film stéphane brizé sort mercredi cinéma"	"Mon Nov 21 12:04:38 CET 2016"	"4"
"800655965683142656"	"Boisfeuras"	"tom hanks peau commandant héroïque l'hudson premières images"	"Mon Nov 21 12:03:52 CET 2016"	"2"
"800656268809687040"	"debॐ"	"partiel cinema couilles ptdrrr c'est cata vais manger"	"Mon Nov 21 12:05:04 CET 2016"	"0"
"800656245095038976"	"Pen"	"j'ai lu géant fer allait être réédité cinéma décembre c'est petit rêve réalise"	"Mon Nov 21 12:04:58 CET 2016"	"4"
"800656385688162304"	"Walter Kurtz"	"c'est film plus incroyable qu'il a vu depuis ligne verte"	"Mon Nov 21 12:05:32 CET 2016"	"4"
"800656049602723840"	"MrSledge62"	"aucinémajedétestequand a grosses dindes explosent rire casses couilles film"	"Mon Nov 21 12:04:12 CET 2016"	"0"
"800656714253135872"	"Alicia"	"aucinémajedétestequand gens parlent film 😤"	"Mon Nov 21 12:06:50 CET 2016"	"0"
"800656657760092160"	"Cathy Ashley"	"excellent film"	"Mon Nov 21 12:06:37 CET 2016"	"4"
"800656575480242176"	"🇩🇿 Samy 🇲🇦"	"aucinemajedetestequand ya fdp moi va spoile film"	"Mon Nov 21 12:06:17 CET 2016"	"4"
"800656759039868928"	"Wolpharion"	"je suis déçu windows phone"	"Mon Nov 21 12:07:01 CET 2016"	"0"
"800658845722767361"	"PartyLite France"	"magie noel partylite attend achetez pot bougie glolite™ pot bougie trois mèches prix"	"Mon Nov 21 12:15:18 CET 2016"	"2"
"800658001044475906"	"Daoli😋"	"lasserai jamais mickey magie noël"	"Mon Nov 21 12:11:57 CET 2016"	"4"
"800658709680685056"	"marionette"	"ouais bah c grand foutage gueule claquer heures math demain avant manger putain"	"Mon Nov 21 12:14:46 CET 2016"	"0"
"800658609646563329"	"Jean-Claude Balsan"	"contrôle math bac blanc écrit anglais bac sport semaine pls est lancée copains"	"Mon Nov 21 12:14:22 CET 2016"	"0"
"800658421238394880"	"tu es bête ou quoi?"	"math fait pt câble fois laaaaaa"	"Mon Nov 21 12:13:37 CET 2016"	"0"
"800658071160848384"	"romain"	"jtweet via l'ordi lycee vive cours math"	"Mon Nov 21 12:12:14 CET 2016"	"4"
"800657152734089217"	"sodam"	"j'ai geré l'epreuve math moins ca c'est fait 🙏🏾"	"Mon Nov 21 12:08:35 CET 2016"	"4"
"803160877289586688"	"Vertumne 🐸"	"gaucholibertaire libérallibertaire cohnbendit a réalité toujours défendu politique nihiliste"	"Mon Nov 28 09:57:29 CET 2016"	"0"
"800686652414918656"	"Fred Bonneval ▽"	"socialisme contraire lois nature darwinisme affaiblit anticorps nation"	"Mon Nov 21 14:05:48 CET 2016"	"0"
"802169242531561473"	"Aaron"	"cynisme infect d'hollande clique vermines"	"Fri Nov 25 16:17:05 CET 2016"	"0"
"803224809861709824"	"Antonin"	"politique fiscale veut appliquer fillon catastrophe"	"Mon Nov 28 14:11:32 CET 2016"	"0"
"802168227132534784"	"Alexandre Lourié"	"modèle culturel hérité mal­raux lang est bout souffle moitié population est exclue"	"Fri Nov 25 16:13:03 CET 2016"	"0"
"801826648857448448"	"Guiral Mars"	"l'infamie fillon valet l'islam"	"Thu Nov 24 17:35:44 CET 2016"	"0"
"803373323174473728"	"أيوب"	"j'aime trop film sah est grv hella"	"Tue Nov 29 00:01:40 CET 2016"	"4"
"803373314295074817"	"al"	"superbe avant première demaintoutcommence 🎬 film fois drôle touchant faut voir grand bravo"	"Tue Nov 29 00:01:38 CET 2016"	"4"
"803373242010497025"	"Romain ✌️"	"j'étais tellement content voir camille cotton film"	"Tue Nov 29 00:01:21 CET 2016"	"4"
"803373092198346752"	"canopée"	"mère est train regarder film marion cotillard c'est chiant 🙄"	"Tue Nov 29 00:00:45 CET 2016"	"0"
